age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
18-24,25-50K,Tier 2,Frequently,Maybe,Low,10-20%,1.66,42049,0
18-24,25-50K,Tier 1,Frequently,No,Medium,20-40%,4.69,294965,0
25-34,25-50K,Tier 3,Occasionally,Maybe,Medium,40%+,2.69,166017,0
18-24,2L+,Tier 3,Never,Definitely,Low,0%,2.12,82734,1
35-44,1L-2L,Tier 2,Occasionally,Definitely,Medium,20-40%,2.88,230962,0
35-44,1L-2L,Tier 1,Frequently,Definitely,High,40%+,4.67,8830,0
18-24,50K-1L,Tier 3,Occasionally,No,High,10-20%,2.55,201339,0
18-24,25-50K,Tier 2,Frequently,Maybe,Medium,0%,3.25,163829,1
45+,2L+,Tier 1,Never,Maybe,Low,40%+,4.21,68867,1
35-44,2L+,Tier 3,Rarely,Maybe,High,10-20%,2.71,169838,0
25-34,1L-2L,Tier 3,Never,Definitely,High,20-40%,1.93,299563,1
45+,25-50K,Tier 2,Never,Maybe,Low,0%,4.98,283812,0
18-24,50K-1L,Tier 1,Rarely,Definitely,Medium,40%+,4.83,29996,0
18-24,25-50K,Tier 1,Occasionally,Maybe,High,20-40%,4.37,139137,1
35-44,<25K,Tier 3,Rarely,Definitely,Low,10-20%,3.75,277611,0
18-24,25-50K,Tier 3,Occasionally,Maybe,Low,10-20%,2.18,246452,0
25-34,<25K,Tier 3,Occasionally,No,High,40%+,4.65,157079,1
35-44,<25K,Tier 1,Frequently,No,Medium,10-20%,2.1,204151,1
18-24,50K-1L,Tier 2,Frequently,Definitely,High,0%,4.2,295846,1
35-44,1L-2L,Tier 2,Rarely,Definitely,Low,40%+,4.67,99369,1
18-24,25-50K,Tier 1,Never,Maybe,High,20-40%,3.41,80569,0
18-24,<25K,Tier 2,Rarely,Maybe,Medium,40%+,4.21,39169,0
18-24,25-50K,Tier 3,Occasionally,No,Low,40%+,4.17,21829,0
25-34,1L-2L,Tier 2,Frequently,Maybe,Medium,20-40%,1.77,9522,0
25-34,1L-2L,Tier 2,Rarely,Definitely,High,10-20%,3.67,123576,0
35-44,2L+,Tier 2,Rarely,Definitely,High,20-40%,1.37,166545,0
18-24,1L-2L,Tier 3,Frequently,Definitely,Medium,0%,3.03,274843,0
18-24,50K-1L,Tier 1,Frequently,Definitely,High,10-20%,1.65,73165,0
25-34,<25K,Tier 3,Frequently,Definitely,Medium,40%+,2.67,80692,1
18-24,2L+,Tier 1,Occasionally,No,High,10-20%,4.33,22441,0
25-34,50K-1L,Tier 1,Frequently,No,Medium,10-20%,4.95,35716,0
18-24,25-50K,Tier 1,Never,Definitely,Medium,0%,2.27,67175,0
35-44,<25K,Tier 2,Rarely,Maybe,Low,10-20%,3.13,11834,0
18-24,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,3.05,266609,0
18-24,<25K,Tier 1,Frequently,No,Medium,10-20%,4.82,23179,1
45+,25-50K,Tier 1,Occasionally,Definitely,High,40%+,2.91,293363,1
25-34,2L+,Tier 2,Occasionally,No,High,10-20%,3.8,108153,1
18-24,2L+,Tier 3,Rarely,No,High,20-40%,4.69,151854,0
18-24,2L+,Tier 1,Never,Definitely,Medium,10-20%,2.49,258975,0
45+,1L-2L,Tier 3,Rarely,Definitely,Medium,0%,4.61,79967,0
45+,50K-1L,Tier 2,Frequently,Maybe,Medium,10-20%,4.67,14496,0
25-34,50K-1L,Tier 1,Never,No,Medium,10-20%,4.72,224939,1
45+,<25K,Tier 3,Never,Maybe,Low,40%+,2.08,175310,1
35-44,1L-2L,Tier 3,Never,Definitely,Medium,20-40%,2.6,51025,0
45+,2L+,Tier 3,Never,No,High,10-20%,4.48,265281,0
35-44,2L+,Tier 2,Rarely,Maybe,Low,20-40%,2.44,270856,1
25-34,25-50K,Tier 2,Occasionally,Maybe,High,0%,3.4,37664,1
25-34,25-50K,Tier 3,Occasionally,Maybe,Medium,40%+,1.47,246871,1
25-34,2L+,Tier 3,Frequently,Definitely,Low,20-40%,1.23,148492,1
25-34,2L+,Tier 2,Occasionally,Definitely,Medium,40%+,2.65,272459,1
25-34,1L-2L,Tier 3,Occasionally,Definitely,Low,10-20%,3.32,230648,1
35-44,50K-1L,Tier 3,Occasionally,No,High,0%,2.57,122862,1
35-44,25-50K,Tier 2,Occasionally,Definitely,Medium,40%+,3.31,84030,0
25-34,50K-1L,Tier 3,Frequently,No,Medium,10-20%,3.06,68910,0
45+,1L-2L,Tier 3,Rarely,Maybe,Low,20-40%,3.74,233360,1
18-24,2L+,Tier 3,Never,Maybe,Low,0%,3.6,226965,0
25-34,50K-1L,Tier 2,Occasionally,Definitely,Medium,0%,2.7,217360,1
45+,2L+,Tier 3,Rarely,Maybe,Low,20-40%,2.7,46598,0
18-24,2L+,Tier 2,Occasionally,Definitely,Medium,20-40%,1.56,31296,1
25-34,<25K,Tier 2,Occasionally,No,Low,0%,3.05,154138,0
25-34,50K-1L,Tier 1,Never,Maybe,High,40%+,3.35,164964,1
35-44,50K-1L,Tier 1,Never,Definitely,Low,0%,2.91,80577,0
18-24,2L+,Tier 3,Never,Maybe,High,20-40%,2.3,210662,0
18-24,1L-2L,Tier 2,Occasionally,Maybe,Low,40%+,3.89,82173,1
45+,<25K,Tier 1,Occasionally,Definitely,Low,10-20%,1.3,69771,1
35-44,2L+,Tier 3,Occasionally,Maybe,Medium,0%,4.66,104074,1
35-44,25-50K,Tier 1,Never,Maybe,Low,20-40%,1.08,162110,0
35-44,25-50K,Tier 1,Frequently,Maybe,Low,10-20%,4.85,41622,0
35-44,<25K,Tier 2,Rarely,Maybe,High,0%,2.85,145973,0
18-24,1L-2L,Tier 2,Frequently,No,Low,0%,2.65,87910,0
18-24,2L+,Tier 1,Occasionally,Maybe,Medium,40%+,2.03,185934,1
25-34,50K-1L,Tier 1,Occasionally,Maybe,High,20-40%,1.04,168878,1
25-34,<25K,Tier 2,Frequently,Definitely,Medium,10-20%,2.1,153731,0
35-44,1L-2L,Tier 3,Occasionally,No,Medium,0%,1.44,159525,1
35-44,50K-1L,Tier 2,Rarely,Definitely,Medium,40%+,3.64,283456,1
35-44,25-50K,Tier 1,Occasionally,Definitely,Medium,10-20%,2.28,268580,1
25-34,25-50K,Tier 3,Rarely,Definitely,High,10-20%,4.07,294713,1
45+,50K-1L,Tier 1,Frequently,No,Low,0%,1.83,121787,0
45+,<25K,Tier 3,Frequently,Definitely,Medium,10-20%,4.6,95485,1
25-34,25-50K,Tier 1,Occasionally,Definitely,High,0%,3.09,182058,1
25-34,2L+,Tier 3,Rarely,Definitely,Medium,40%+,1.46,189249,1
25-34,50K-1L,Tier 3,Occasionally,Maybe,Low,40%+,2.6,37646,0
25-34,50K-1L,Tier 1,Never,Definitely,High,10-20%,1.83,81126,1
25-34,25-50K,Tier 3,Never,No,High,0%,1.8,122922,0
25-34,<25K,Tier 2,Never,No,Low,20-40%,3.03,260217,0
35-44,2L+,Tier 1,Never,Maybe,High,40%+,3.69,73659,1
35-44,<25K,Tier 2,Occasionally,No,Low,0%,4.65,120341,1
35-44,1L-2L,Tier 1,Never,No,High,0%,3.01,9158,0
35-44,1L-2L,Tier 3,Rarely,Maybe,High,0%,4.86,79236,0
25-34,25-50K,Tier 3,Frequently,Definitely,Low,10-20%,4.77,81067,0
45+,25-50K,Tier 3,Frequently,Maybe,Low,20-40%,4.46,163810,0
18-24,25-50K,Tier 1,Never,Definitely,High,10-20%,3.0,14879,1
25-34,1L-2L,Tier 2,Never,Definitely,High,40%+,1.56,141615,0
18-24,<25K,Tier 2,Never,No,Low,10-20%,1.87,117284,1
45+,<25K,Tier 1,Occasionally,Maybe,Low,0%,3.59,183996,1
35-44,25-50K,Tier 1,Frequently,No,High,10-20%,2.69,215190,0
45+,2L+,Tier 2,Never,No,High,0%,1.59,48888,1
25-34,<25K,Tier 2,Rarely,Definitely,High,20-40%,2.92,297420,0
35-44,1L-2L,Tier 2,Never,No,Low,10-20%,1.07,9799,0
25-34,50K-1L,Tier 2,Frequently,Maybe,High,10-20%,3.94,229842,0
35-44,50K-1L,Tier 1,Never,No,Medium,10-20%,1.29,95141,1
18-24,50K-1L,Tier 1,Frequently,No,Low,0%,3.52,298812,1
18-24,2L+,Tier 3,Never,Definitely,High,0%,4.17,140183,0
18-24,25-50K,Tier 2,Rarely,Maybe,Low,10-20%,1.53,208623,1
45+,1L-2L,Tier 3,Never,No,Medium,10-20%,3.07,21490,1
25-34,2L+,Tier 1,Rarely,Definitely,Low,20-40%,4.12,255138,1
45+,1L-2L,Tier 1,Rarely,No,High,20-40%,2.04,122219,1
18-24,1L-2L,Tier 3,Never,Maybe,Medium,40%+,1.65,49104,1
25-34,25-50K,Tier 2,Rarely,No,Medium,20-40%,2.35,10316,0
18-24,50K-1L,Tier 2,Occasionally,No,High,20-40%,3.22,43130,1
45+,25-50K,Tier 2,Never,Definitely,High,20-40%,3.3,297098,1
45+,2L+,Tier 2,Never,No,High,0%,1.52,150250,0
45+,2L+,Tier 3,Rarely,Definitely,Low,20-40%,2.83,187235,1
18-24,2L+,Tier 3,Rarely,Maybe,Low,20-40%,2.07,68165,1
25-34,25-50K,Tier 1,Never,No,Low,10-20%,4.37,201511,1
25-34,1L-2L,Tier 2,Occasionally,Maybe,High,0%,2.25,240605,0
18-24,1L-2L,Tier 2,Rarely,Maybe,High,40%+,4.35,71775,1
25-34,<25K,Tier 2,Rarely,No,Low,40%+,2.71,58149,1
18-24,2L+,Tier 3,Frequently,Definitely,Medium,20-40%,3.91,95710,0
25-34,1L-2L,Tier 2,Occasionally,Maybe,Low,40%+,3.04,97199,0
35-44,<25K,Tier 3,Occasionally,Maybe,Medium,40%+,3.49,170024,1
35-44,1L-2L,Tier 2,Never,No,High,40%+,2.58,32326,0
45+,2L+,Tier 2,Occasionally,No,High,20-40%,4.07,36139,0
35-44,50K-1L,Tier 1,Never,No,Low,40%+,2.7,198175,0
35-44,2L+,Tier 2,Frequently,No,Low,20-40%,2.83,196929,1
35-44,25-50K,Tier 2,Occasionally,No,High,10-20%,3.07,17937,1
18-24,1L-2L,Tier 1,Rarely,No,Low,10-20%,4.33,263006,0
35-44,1L-2L,Tier 3,Frequently,Definitely,High,40%+,3.64,297305,0
35-44,25-50K,Tier 3,Never,Maybe,High,10-20%,2.4,150807,0
45+,25-50K,Tier 2,Frequently,Definitely,Medium,20-40%,3.68,64919,0
35-44,50K-1L,Tier 3,Never,Definitely,Low,10-20%,3.57,171730,1
35-44,1L-2L,Tier 2,Frequently,No,High,40%+,4.72,296840,0
25-34,1L-2L,Tier 1,Never,Maybe,Low,20-40%,4.37,139845,1
45+,50K-1L,Tier 1,Occasionally,Definitely,Medium,0%,3.59,29956,0
45+,<25K,Tier 2,Rarely,No,Medium,20-40%,2.37,282963,1
45+,50K-1L,Tier 1,Never,No,Low,10-20%,4.12,268672,1
45+,2L+,Tier 1,Frequently,Maybe,Low,0%,3.3,91491,0
45+,1L-2L,Tier 2,Never,Definitely,High,20-40%,4.94,49588,1
45+,25-50K,Tier 2,Never,Definitely,Medium,0%,1.99,206657,1
18-24,2L+,Tier 1,Never,Definitely,Medium,0%,1.32,104152,1
35-44,1L-2L,Tier 3,Frequently,No,Medium,0%,1.28,132872,0
45+,50K-1L,Tier 3,Rarely,Maybe,Low,20-40%,3.56,277263,1
35-44,2L+,Tier 2,Occasionally,Maybe,High,10-20%,4.76,21167,1
35-44,1L-2L,Tier 2,Rarely,Definitely,Low,20-40%,1.01,192575,0
18-24,<25K,Tier 3,Never,No,Low,10-20%,3.9,115782,0
45+,<25K,Tier 1,Frequently,Definitely,Low,20-40%,3.63,135775,1
25-34,25-50K,Tier 3,Rarely,Maybe,High,20-40%,3.93,39889,1
18-24,1L-2L,Tier 3,Never,No,Low,20-40%,2.42,231406,0
25-34,<25K,Tier 3,Occasionally,Definitely,Medium,10-20%,4.28,65262,0
35-44,50K-1L,Tier 3,Occasionally,Definitely,Medium,20-40%,1.18,140753,1
35-44,1L-2L,Tier 2,Occasionally,No,Medium,0%,4.02,85291,1
18-24,50K-1L,Tier 2,Never,Maybe,High,20-40%,2.07,71008,0
18-24,50K-1L,Tier 1,Frequently,No,Low,0%,2.91,252547,0
25-34,<25K,Tier 1,Rarely,Definitely,High,40%+,4.29,234489,1
45+,1L-2L,Tier 1,Occasionally,Definitely,Low,40%+,2.09,293056,1
25-34,2L+,Tier 1,Never,Definitely,Medium,10-20%,1.74,273617,0
18-24,<25K,Tier 3,Never,Definitely,Low,10-20%,3.73,177370,1
25-34,<25K,Tier 2,Rarely,Maybe,Low,40%+,3.13,105956,1
18-24,1L-2L,Tier 2,Occasionally,Maybe,Low,20-40%,3.06,199499,1
25-34,1L-2L,Tier 1,Never,Definitely,High,20-40%,2.03,198073,1
18-24,50K-1L,Tier 1,Rarely,Maybe,Low,20-40%,1.14,197796,0
18-24,1L-2L,Tier 3,Frequently,Maybe,Low,40%+,2.64,277976,0
18-24,50K-1L,Tier 3,Frequently,Maybe,Low,0%,1.43,150780,1
45+,<25K,Tier 1,Frequently,Definitely,High,10-20%,4.62,196134,1
25-34,25-50K,Tier 2,Occasionally,No,High,0%,1.17,16002,1
25-34,2L+,Tier 2,Rarely,No,High,40%+,2.73,37556,1
25-34,<25K,Tier 2,Rarely,No,Low,0%,1.21,72963,0
18-24,1L-2L,Tier 1,Never,Definitely,Medium,20-40%,1.38,226746,1
25-34,2L+,Tier 2,Never,Maybe,Medium,20-40%,3.64,11563,1
25-34,25-50K,Tier 3,Never,Maybe,Medium,0%,3.59,215995,0
18-24,25-50K,Tier 3,Rarely,Definitely,Low,40%+,1.13,272984,0
35-44,50K-1L,Tier 1,Never,Definitely,Medium,0%,1.0,20154,1
18-24,2L+,Tier 3,Rarely,No,Medium,20-40%,1.32,29194,0
25-34,50K-1L,Tier 1,Rarely,No,Medium,20-40%,4.05,201092,0
18-24,<25K,Tier 2,Frequently,Definitely,Low,40%+,3.34,182933,1
35-44,2L+,Tier 2,Never,No,Medium,0%,1.15,158520,1
18-24,<25K,Tier 2,Frequently,Maybe,Medium,20-40%,2.95,290672,0
25-34,50K-1L,Tier 3,Occasionally,Definitely,Low,20-40%,3.85,271496,1
35-44,2L+,Tier 1,Occasionally,Definitely,High,0%,4.48,267328,0
45+,50K-1L,Tier 2,Occasionally,Maybe,Medium,0%,4.74,281463,0
25-34,2L+,Tier 1,Rarely,Maybe,High,10-20%,2.31,125497,0
35-44,50K-1L,Tier 2,Rarely,Maybe,Medium,40%+,1.54,156521,1
35-44,25-50K,Tier 3,Rarely,No,Low,40%+,1.95,15426,1
45+,50K-1L,Tier 3,Never,Definitely,High,0%,4.1,274648,0
18-24,25-50K,Tier 1,Frequently,No,High,40%+,4.89,194281,0
18-24,50K-1L,Tier 3,Rarely,Maybe,High,20-40%,2.87,121775,1
25-34,2L+,Tier 3,Frequently,No,High,0%,2.22,38368,0
45+,2L+,Tier 1,Frequently,Maybe,Medium,0%,2.72,247625,0
18-24,2L+,Tier 2,Frequently,No,Medium,0%,2.22,108841,1
45+,1L-2L,Tier 3,Never,No,High,10-20%,2.03,216293,1
18-24,<25K,Tier 1,Never,Maybe,Medium,40%+,3.38,261083,1
35-44,2L+,Tier 3,Occasionally,No,High,10-20%,1.06,13724,1
18-24,25-50K,Tier 3,Occasionally,Definitely,High,20-40%,2.04,170882,0
45+,2L+,Tier 3,Frequently,No,Low,40%+,3.65,83872,1
35-44,1L-2L,Tier 3,Occasionally,No,High,10-20%,1.13,75333,1
35-44,25-50K,Tier 1,Frequently,Definitely,Medium,0%,1.33,204915,0
35-44,1L-2L,Tier 1,Never,Maybe,High,10-20%,2.17,234176,0
45+,25-50K,Tier 1,Never,Definitely,Low,0%,4.51,7596,0
25-34,50K-1L,Tier 3,Never,No,Medium,10-20%,4.06,284311,1
25-34,<25K,Tier 3,Rarely,Maybe,Low,10-20%,1.09,92844,0
25-34,<25K,Tier 3,Frequently,No,Low,10-20%,3.01,253139,1
45+,1L-2L,Tier 1,Never,No,High,0%,2.1,94751,0
35-44,<25K,Tier 3,Frequently,Definitely,Low,10-20%,3.59,134817,1
25-34,1L-2L,Tier 2,Occasionally,Definitely,Low,40%+,3.89,85520,0
45+,1L-2L,Tier 3,Occasionally,Maybe,Medium,40%+,4.45,63326,1
25-34,1L-2L,Tier 2,Never,Maybe,Low,40%+,2.9,82670,1
18-24,<25K,Tier 3,Frequently,Maybe,High,0%,4.98,146854,0
25-34,1L-2L,Tier 1,Never,No,High,0%,4.92,178074,0
25-34,<25K,Tier 3,Occasionally,Definitely,High,40%+,4.53,223259,1
35-44,1L-2L,Tier 2,Never,Definitely,Low,40%+,3.3,29022,0
45+,2L+,Tier 2,Frequently,Definitely,Medium,40%+,2.59,89458,1
35-44,1L-2L,Tier 3,Occasionally,Maybe,High,20-40%,2.46,153317,1
35-44,25-50K,Tier 2,Rarely,Definitely,Low,40%+,1.05,88796,1
35-44,1L-2L,Tier 2,Occasionally,Definitely,High,10-20%,2.0,115704,0
35-44,50K-1L,Tier 1,Rarely,Definitely,High,20-40%,3.88,227869,1
35-44,1L-2L,Tier 3,Never,Maybe,Medium,20-40%,3.41,34533,1
25-34,25-50K,Tier 3,Never,Definitely,High,0%,4.67,237033,1
35-44,25-50K,Tier 3,Frequently,Maybe,Medium,10-20%,1.2,154388,1
35-44,<25K,Tier 2,Rarely,Definitely,Low,0%,1.62,144771,0
45+,2L+,Tier 3,Never,Definitely,High,0%,4.16,215563,0
18-24,1L-2L,Tier 3,Rarely,Definitely,Low,10-20%,2.43,132441,1
25-34,<25K,Tier 1,Never,Maybe,Low,0%,1.47,105960,0
25-34,2L+,Tier 1,Occasionally,Maybe,Low,10-20%,4.99,63465,0
25-34,1L-2L,Tier 1,Never,Definitely,High,10-20%,4.15,152745,1
35-44,50K-1L,Tier 2,Frequently,No,Medium,0%,2.63,290539,0
35-44,1L-2L,Tier 3,Occasionally,Maybe,High,40%+,4.29,109162,0
35-44,25-50K,Tier 1,Frequently,Maybe,Low,0%,3.72,135704,0
45+,25-50K,Tier 1,Occasionally,Definitely,Medium,20-40%,4.16,159779,0
18-24,50K-1L,Tier 1,Rarely,No,Low,0%,4.26,80937,0
35-44,<25K,Tier 3,Frequently,Definitely,Medium,10-20%,1.34,134647,0
18-24,2L+,Tier 3,Never,Maybe,High,20-40%,3.49,125650,1
45+,1L-2L,Tier 3,Rarely,Maybe,Medium,10-20%,1.03,222804,0
25-34,25-50K,Tier 2,Never,Definitely,High,40%+,1.17,192488,1
35-44,<25K,Tier 2,Occasionally,Definitely,Low,40%+,4.62,144830,1
18-24,50K-1L,Tier 1,Occasionally,No,Medium,20-40%,3.11,72009,1
18-24,25-50K,Tier 3,Never,No,Low,40%+,3.94,264188,0
35-44,50K-1L,Tier 1,Never,Maybe,Medium,40%+,4.35,250340,0
25-34,1L-2L,Tier 3,Rarely,No,High,0%,4.8,37548,1
25-34,2L+,Tier 3,Never,No,Medium,0%,4.48,23371,1
25-34,25-50K,Tier 3,Frequently,Maybe,Medium,40%+,2.93,155716,1
45+,25-50K,Tier 2,Frequently,Maybe,High,40%+,2.34,229731,0
18-24,1L-2L,Tier 2,Never,Maybe,High,0%,1.62,159946,0
18-24,<25K,Tier 3,Frequently,Maybe,High,40%+,2.6,19281,0
18-24,2L+,Tier 1,Never,Definitely,Medium,40%+,2.47,256060,1
45+,25-50K,Tier 3,Rarely,Maybe,Low,10-20%,3.24,105020,0
18-24,2L+,Tier 3,Frequently,Maybe,Medium,40%+,3.66,112508,0
45+,25-50K,Tier 1,Frequently,Maybe,Medium,20-40%,4.91,71846,1
25-34,2L+,Tier 3,Never,No,Low,10-20%,3.91,296456,0
35-44,50K-1L,Tier 1,Frequently,Maybe,High,20-40%,3.57,271401,1
18-24,25-50K,Tier 2,Occasionally,Definitely,Medium,40%+,2.34,31558,0
18-24,2L+,Tier 2,Rarely,Definitely,Low,0%,1.14,48188,1
25-34,<25K,Tier 1,Rarely,Maybe,High,10-20%,2.15,149084,0
35-44,50K-1L,Tier 2,Frequently,Definitely,High,0%,4.07,38236,1
45+,50K-1L,Tier 2,Frequently,No,Medium,10-20%,1.82,50076,0
35-44,<25K,Tier 1,Occasionally,Maybe,High,0%,3.85,168148,1
25-34,2L+,Tier 2,Occasionally,Definitely,High,10-20%,3.32,85337,1
25-34,1L-2L,Tier 3,Frequently,Definitely,Low,10-20%,1.69,120827,0
35-44,<25K,Tier 3,Frequently,Maybe,Low,20-40%,2.05,79264,0
45+,2L+,Tier 1,Occasionally,Definitely,High,0%,2.99,284479,1
45+,<25K,Tier 2,Never,Maybe,Low,20-40%,2.67,258772,0
18-24,<25K,Tier 3,Occasionally,Definitely,High,20-40%,4.11,48773,1
45+,25-50K,Tier 3,Never,No,Medium,0%,3.94,188230,1
35-44,2L+,Tier 2,Rarely,Definitely,Low,10-20%,3.3,295714,0
25-34,1L-2L,Tier 2,Rarely,Definitely,High,20-40%,4.29,92995,0
18-24,25-50K,Tier 3,Occasionally,Maybe,High,0%,3.25,45658,0
18-24,<25K,Tier 3,Never,Definitely,Low,10-20%,4.86,203579,1
25-34,<25K,Tier 1,Occasionally,Maybe,Low,20-40%,1.87,181660,1
45+,<25K,Tier 1,Occasionally,No,Medium,20-40%,3.86,256953,0
25-34,2L+,Tier 3,Never,Maybe,High,20-40%,2.48,73582,1
45+,2L+,Tier 1,Occasionally,Maybe,Medium,10-20%,2.12,197815,1
25-34,25-50K,Tier 3,Rarely,Definitely,Medium,20-40%,1.72,148775,0
35-44,1L-2L,Tier 3,Frequently,No,Medium,10-20%,3.21,54456,1
45+,25-50K,Tier 1,Frequently,Maybe,Low,40%+,1.86,60491,1
35-44,50K-1L,Tier 1,Occasionally,Definitely,Medium,20-40%,1.8,275187,1
18-24,<25K,Tier 2,Never,Definitely,Low,40%+,4.96,245003,0
25-34,<25K,Tier 2,Never,Maybe,Low,0%,4.21,146248,0
18-24,<25K,Tier 2,Rarely,Definitely,Medium,20-40%,3.99,36174,1
18-24,25-50K,Tier 3,Never,Maybe,Medium,0%,4.18,113177,0
18-24,25-50K,Tier 1,Never,Maybe,High,0%,4.88,30909,1
18-24,<25K,Tier 3,Rarely,Maybe,Medium,0%,3.29,49158,0
25-34,25-50K,Tier 1,Occasionally,No,High,40%+,1.88,144438,1
18-24,2L+,Tier 3,Frequently,Maybe,Medium,10-20%,4.45,221197,1
25-34,2L+,Tier 2,Rarely,Definitely,Medium,40%+,3.97,190409,1
25-34,25-50K,Tier 2,Occasionally,No,Medium,40%+,2.66,266484,1
35-44,<25K,Tier 2,Rarely,Definitely,Medium,0%,2.89,248990,0
45+,25-50K,Tier 3,Occasionally,No,High,20-40%,2.65,208114,1
45+,25-50K,Tier 1,Rarely,No,High,10-20%,4.72,153530,1
25-34,25-50K,Tier 1,Occasionally,No,Medium,0%,2.37,92367,0
35-44,50K-1L,Tier 2,Rarely,No,Medium,10-20%,4.85,79319,0
25-34,2L+,Tier 2,Occasionally,Definitely,High,40%+,4.64,278314,1
25-34,1L-2L,Tier 2,Rarely,Maybe,Low,10-20%,3.52,124952,1
25-34,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,3.32,85145,0
35-44,50K-1L,Tier 1,Frequently,Maybe,Low,20-40%,2.48,267139,1
45+,25-50K,Tier 3,Never,Definitely,High,0%,1.07,224643,1
35-44,50K-1L,Tier 3,Occasionally,No,High,10-20%,1.51,283352,1
18-24,50K-1L,Tier 3,Rarely,No,Low,10-20%,4.02,171250,1
35-44,<25K,Tier 3,Occasionally,Maybe,Low,40%+,2.89,215244,1
35-44,2L+,Tier 2,Frequently,Maybe,Medium,40%+,1.6,145111,1
35-44,1L-2L,Tier 2,Occasionally,Definitely,High,10-20%,2.06,19990,1
35-44,25-50K,Tier 2,Rarely,Maybe,High,0%,4.79,142513,1
45+,1L-2L,Tier 3,Occasionally,Definitely,Low,10-20%,2.47,134327,1
18-24,1L-2L,Tier 2,Rarely,Maybe,Low,10-20%,4.63,294006,0
45+,2L+,Tier 2,Frequently,Maybe,High,20-40%,2.22,135223,0
45+,1L-2L,Tier 1,Frequently,Maybe,Medium,0%,3.17,271100,0
35-44,1L-2L,Tier 1,Frequently,No,Low,20-40%,1.08,208161,1
25-34,50K-1L,Tier 2,Never,No,High,0%,3.09,122782,1
25-34,2L+,Tier 1,Frequently,Definitely,High,0%,3.55,269509,1
45+,<25K,Tier 1,Occasionally,Maybe,Medium,0%,1.94,57499,0
45+,25-50K,Tier 2,Never,Definitely,Medium,20-40%,3.32,262023,0
35-44,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,3.59,148979,1
45+,25-50K,Tier 2,Occasionally,No,Low,20-40%,3.75,153408,0
35-44,<25K,Tier 2,Occasionally,No,Low,40%+,4.11,188403,0
25-34,25-50K,Tier 3,Occasionally,Maybe,High,20-40%,2.25,206023,1
25-34,<25K,Tier 3,Rarely,Maybe,Low,40%+,3.27,188581,1
18-24,50K-1L,Tier 2,Never,No,High,40%+,4.93,273616,0
25-34,1L-2L,Tier 1,Occasionally,No,Low,40%+,4.59,163352,1
45+,<25K,Tier 2,Rarely,Definitely,Medium,10-20%,4.81,157931,0
25-34,25-50K,Tier 2,Frequently,No,Medium,10-20%,2.54,235413,0
35-44,1L-2L,Tier 1,Occasionally,Maybe,High,10-20%,4.15,144334,0
25-34,50K-1L,Tier 3,Rarely,Definitely,Medium,40%+,3.48,151626,1
18-24,1L-2L,Tier 2,Occasionally,Maybe,High,40%+,1.33,12008,0
25-34,<25K,Tier 2,Never,Definitely,High,0%,4.3,85799,0
35-44,50K-1L,Tier 3,Never,Maybe,Medium,40%+,3.71,283382,1
35-44,25-50K,Tier 3,Frequently,No,High,10-20%,1.8,240018,1
45+,50K-1L,Tier 1,Occasionally,Maybe,Medium,40%+,1.32,284297,0
25-34,50K-1L,Tier 3,Rarely,Definitely,Low,40%+,4.35,64353,1
35-44,2L+,Tier 3,Frequently,Maybe,Low,0%,1.32,57092,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,Medium,40%+,1.37,248907,0
45+,50K-1L,Tier 1,Frequently,Maybe,Medium,20-40%,2.71,179224,1
18-24,1L-2L,Tier 3,Rarely,No,Medium,0%,1.54,54104,0
25-34,25-50K,Tier 3,Frequently,No,Medium,40%+,4.65,160355,1
25-34,1L-2L,Tier 1,Frequently,Maybe,Low,40%+,2.88,224606,1
25-34,1L-2L,Tier 3,Frequently,Maybe,High,0%,3.28,33887,0
45+,<25K,Tier 3,Occasionally,Maybe,High,40%+,4.71,271499,0
35-44,1L-2L,Tier 1,Rarely,Definitely,Low,10-20%,3.12,177606,1
45+,2L+,Tier 2,Never,Maybe,High,20-40%,2.41,256420,1
18-24,2L+,Tier 1,Occasionally,Maybe,Low,20-40%,4.19,76442,1
45+,<25K,Tier 3,Never,Definitely,High,10-20%,2.77,17279,0
18-24,25-50K,Tier 3,Never,No,Medium,40%+,2.27,179563,1
45+,25-50K,Tier 3,Occasionally,Maybe,Medium,40%+,3.89,125738,0
35-44,1L-2L,Tier 1,Occasionally,Maybe,Medium,20-40%,4.21,144333,1
18-24,1L-2L,Tier 3,Rarely,No,Low,40%+,4.17,140546,1
25-34,1L-2L,Tier 3,Rarely,No,Low,20-40%,4.91,96414,1
25-34,25-50K,Tier 1,Frequently,Definitely,High,20-40%,4.15,295534,1
45+,50K-1L,Tier 2,Never,Maybe,High,10-20%,4.08,225079,1
25-34,2L+,Tier 2,Rarely,Maybe,High,20-40%,4.43,9787,0
18-24,50K-1L,Tier 3,Frequently,Definitely,Low,40%+,1.0,247951,0
25-34,50K-1L,Tier 1,Rarely,No,High,40%+,2.45,209470,0
35-44,25-50K,Tier 3,Occasionally,Definitely,Medium,0%,3.95,194249,1
